sample_id,grain_yield_env2
775,-1.7274698635629413
2166,0.40952243058809296
2167,-0.648626326740878
2465,0.09394919369402198
3881,-0.28248061800298024
3889,0.6264758666133936
3895,-0.3135924027088055
4248,-0.4240405041502334
5131,-1.7892630828199947
6387,-1.6176229866022003
12867,-0.26919672131918876
13098,-0.18989837665605017
13302,-0.2076376631756647
13350,-0.6536512976636655
13396,-0.6338235471585086
13421,0.1429331671730866
13469,-0.1947081725015398
13569,-0.35961455453564845
13728,-0.8514098510582172
13767,0.32309166498039293
13954,-0.4888968039194143
14103,-0.862459724145355
14431,0.221041720232341
15200,-1.953574569052161
15292,-0.23620531902637532
16004,-0.2743862378893214
16122,8.855924078961156e-05
16262,0.06926734659216646
19627,1.3109161441053094
19630,0.41790792992397896
20010,0.3983523126048168
20424,-0.2730255719593472
20585,-2.87368218561558
20934,-0.3815434263838341
27001,-0.3621966554632271
30709,-1.0594208640181544
31089,-1.4064349769127418
39359,-1.4137319435046494
41263,-0.36052588427479415
41418,-0.3822269236881942
41471,1.4223008900008585
41484,1.061629488376578
41542,-0.05952126584956081
41660,-0.035174838721142666
41669,-0.6089201963006126
41686,-0.6993633442320486
41709,-0.7633779297282691
41761,-0.12263085028538062
41800,-0.40966807472246114
41804,0.06876105229264243
41948,0.43938113690259234
42066,-0.48340351076956456
42076,-0.34734324645090614
42083,-0.9063491112354478
42174,0.10591672519904828
42237,-0.28348687792328675
42274,-0.13420600370827623
43154,0.23106001868419593
43789,-0.12266249367909973
60900,-2.3790959417668787
62114,0.19935333817642859
62150,1.043269991340045
62221,0.9219428911375693
62256,-0.0993033404347555
62526,-0.28141107129523324
62576,-0.9564849042459331
62587,-0.28198065238220005
62603,0.5612082027258494
62627,-0.12619389641828938
62633,-0.45527253375219584
64869,1.2510341858289644
64873,-0.2761899113313803
65038,-0.2542863541981711
65315,-0.674903000886236
67055,-0.4629492210687465
67929,-0.30518791733668793
68052,0.32447764562534365
68460,-0.6132110404890881
70761,0.17594988418087532
76718,-0.7041984547925146
77128,0.2438945791771601
77205,-0.4044722294735835
77230,-0.8237978256978608
77246,-0.60131945312899
77310,-1.1528891203892548
77331,-0.08236779611563717
77534,-0.27144973095207503
77587,-0.19478411664646908
78690,-2.8246349253490743
80506,-0.32331958193843435
80662,-2.283532892731493
80836,-0.8534983150437588
82710,-2.278786383673444
83123,0.12579510513415798
85244,-0.12277640989649309
85331,-0.596522314640988
85465,-0.3978334454710586
85587,0.35041257111852275
85599,-0.1884870812961242
85637,-0.7213301881526994
85646,0.13447172369227128
85676,-0.07896296695132968
85685,-0.07260897349228923
85711,-0.5399818987415089
85741,-0.0716596716806794
85786,0.41126914592145514
85888,-0.9048998438030572
85899,0.22433263317925403
86162,0.017422810320783577
86230,-0.5164645285285623
86394,0.9387771765967842
86490,-0.26957644204383174
86783,-0.6417280669098465
86954,0.2898597728953063
87107,-2.239232141523036
87507,1.1867348097892616
88809,-0.4435897927906507
89242,-0.31294054879816674
89491,-0.15133140838971607
89762,0.3107697274656989
92207,-0.030124553083377532
96413,0.8530172509359556
96458,-2.261382517127264
96495,-0.6767762897944802
96501,0.43950138179872955
96619,-0.7164381194835368
96638,0.6391711961739891
97120,-0.5816309335562019
97127,-0.7055021626137922
97487,-0.5809347788943552
103122,-2.630028053969067
106657,-1.0969056282192537
106844,-1.3169537881504032
106875,0.28636001354983914
107017,0.013321826494629393
107052,-0.5954780826482163
107059,-0.7298422610634676
107066,-0.5049336758568758
107103,-0.4674425829770324
107131,-1.6087375216455324
108014,0.07536186422270219
126114,-0.13766146230253548
126308,-2.721002810915005
126309,-2.186229457041489
130562,-2.249516244482142
133128,-0.3760058324827775
143023,-2.2811596382024684
143058,-0.7849903676392523
143067,-2.175945354082383
143808,-2.2598003474412476
143844,-2.0675667305902654
143989,0.2734684949481772
144880,-0.3121494639551593
167864,-0.5974652877738541
168060,-0.7343672663654739
168154,-1.1285490219395795
168524,0.017365852212088022
168614,-0.9264806383203201
168912,-2.3468196801721457
168924,-2.017728385480751
168928,0.17511449858665887
168939,-1.9813384827023757
168945,0.6447467621475108
168979,-0.9798250714540458
169164,-2.1210187512626404
170744,-2.5271870243780064
170862,-0.5789285877324871
214589,-0.39804862054835655
217385,2.111734495021843
217451,-2.333371237841007
217562,-2.0723132396483144
217726,-0.7664599962766292
217743,-0.25165362384063844
217748,0.4238758739796326
217754,-0.9091527159190688
217777,-1.0688759100617886
218554,0.00270230356208855
218794,-0.5449562402343447
220384,-2.774005495396551
220399,-2.949626330544363
222490,-0.6538981161346836
222693,-1.3916385260091175
269000,-0.394137497084525
292703,-0.6595875983255989
292717,0.15217303813942173
292907,-0.7054325471476078
294614,0.3381222769975478
294670,-0.032263646498871555
294705,-0.41888895965256373
294724,0.6671123128290374
294745,-0.5956299709380749
294818,-0.5678280852153964
294834,-0.9160826191438199
294881,-0.6745739095915452
294897,-0.34168540765371125
294910,-1.0922603780211093
294940,-1.6776062037384512
295026,2.143377888742169
295091,0.017074732989860796
295146,0.23002211537016914
295190,-0.15299585089940518
295191,1.6505826609780379
295261,-1.9441574950809923
295296,-0.32156020924758333
295788,-1.3984988137676844
305029,-2.1234173205066416
320849,-0.6054837237425847
321131,-1.6664867151851284
321397,-0.8098557464246845
321487,-0.6701754778644194
321614,1.6467348243016455
321822,0.5139076577927054
321833,0.36083590500999824
321840,0.6404116172078261
323172,0.39902948123043197
326413,-0.9291956415015236
341985,0.9225251295820237
342090,0.298517405417187
342202,0.31073808407197756
342218,-0.35315930221670117
342231,-0.3566907049558908
342253,0.7959705407369501
342263,-0.08191213124606374
342284,0.4067884413706568
342294,-0.4081998212538374
342325,0.38522030421088155
342336,-0.1766081512935137
342374,-0.6800672027413945
343215,-0.3425777513566244
343376,-0.10725848961604569
345434,-0.48935246878898664
353782,-0.6741815315094128
355408,-0.25534957222717314
355411,-0.40533925846152025
358060,1.292917381757189
358856,2.2013865581102707
358886,0.48195415881391984
359354,-0.18922753670917877
367751,2.1549783568800405
367789,1.831165180261196
368747,2.3226883435977705
369564,0.5003199845291967
369670,0.4818845433477355
369673,0.3642976922830024
369679,1.390265118198401
369682,0.5598158934021549
371007,1.1383204173971626
373045,0.5778209844290203
373101,0.6315451382873913
376770,-0.21156777267572885
376790,-0.4595760352981592
376804,0.5145595117033442
377165,2.4397752290417216
377191,-0.3479571282890808
377246,-0.561075384995478
377276,-0.5999841019139922
390604,0.6658529057589677
390845,-0.7187860592975854
390866,-0.46469593640210755
391721,-1.04520032288024
391994,1.084621578253768
392036,-0.02358069926201445
392884,0.6325134261352326
392956,0.045212038685974426
392959,0.2681144327306972
393017,-1.267779954309016
393205,0.3420903585700772
393281,1.7299063203561518
393298,2.4513756971795924
412450,-2.0905081910375016
412956,-0.8202474369224396
413235,-0.06924844507918962
413317,-1.5513047620431406
414940,-1.1044177698884592
415066,-1.7310392383745936
415173,-1.794326025815247
416019,-1.1958102196315052
416396,-0.8811546411553238
418273,-0.8868567807037266
419150,-0.26238073431182996
419152,-0.09756928245888206
419380,-0.7804716910159893
419525,-0.2911635652398385
419528,-0.32454101693603876
420071,-0.17458930277415685
420125,-0.8867618505225658
420158,0.01636592097052534
420213,0.30044132375538307
421018,-0.3997953358817187
421064,-0.22502254368561264
421337,-1.7677455750901723
421340,-0.2828350240126491
421442,-2.0360815538385406
421747,0.6605937737226507
421749,0.7316585073397596
421919,-0.5341785003332004
422005,-1.2652484828113897
422181,-0.9044821510059489
422212,-0.4033014239059308
422381,-1.1990568318272115
422983,-0.668998343618024
423133,-0.4864919059966695
423143,-1.047927983418932
423200,-1.4753606171143565
423348,-0.9100577169794701
423409,-1.4221997156642086
423671,-0.3628928101250738
423673,-0.17723469048917492
424673,0.47954926089117506
424689,-0.21608644929899126
424700,0.5911808252577422
424702,-0.9741292605843869
427258,-0.20317594466109895
427520,-0.4162878726887524
427650,0.7574795166155454
427918,-0.611723800984233
428238,0.9552127552951211
428988,0.25946312888756146
429101,0.38090414530743055
429168,-0.7185329121478228
429247,-0.1855126022864137
429726,0.8221079839499407
430048,0.17726624935964166
430154,-0.8083178774898768
430174,-0.41129454515968505
430390,-0.20335314766593282
430433,0.8295694961891933
431424,0.7744340469708973
431742,-0.2708042057201801
432043,0.5869469391779631
433740,-0.5736884417324005
433924,-0.4849983378130693
434148,0.18842370998542793
438163,0.23763551589927928
438273,0.5764856332140236
438323,0.746284083917295
438760,0.05425572061124421
438770,0.33145184960130375
443483,-0.15685001625454117
447647,-0.8750980955972533
450448,-0.419737002604269
450770,-0.633937463375902
454059,-0.32090835533694567
455538,0.05443292361607808
457982,0.602616747748268
458835,0.6804594963002706
460142,0.6426329834469922
460689,0.07469102427583192
460693,-0.3762083502025878
460960,-1.5057382750858699
464211,-0.601920677609676
471420,-0.10218921794204906
471785,0.1338388558178651
480143,-0.5286788785046079
480914,-0.9454666745525154
512731,-0.8903185679767308
520702,-1.0485355365783626
536162,-0.9178926212646227
601577,-2.191767050942546
609307,-0.7609983465205008
609368,0.3831001968316201
609448,-0.969844745074655
623960,-1.0871657916321373
624629,-0.48058724872845643
625454,-0.01922023960735329
653215,0.5991802751902414
664062,0.11041641578607922
665788,-0.7045275460872065
669426,-1.0773436822213476
670602,-0.3077383748705453
673831,-0.6237862626704211
675238,2.302860593092614
692864,0.45441174891974717
692876,0.4668033019006278
692904,0.38901751145732083
701166,-0.966269041584258
730613,-1.1326120336932695
743023,-0.5151165199560768
743034,-0.9210632893153995
770285,-1.3392054226145362
770505,-0.8907742328463031
784135,-1.2624891788789776
835884,0.4160029976220155
855168,-1.605009929865278
855587,-1.200873162626758
876108,-0.4948394332600915
877657,1.8712447027473609
878573,-0.38628993544188317
897095,-1.9196338649477391
900613,0.043718470502375345
904516,0.25110294426665075
909641,-0.568910289280631
909658,0.2843285076729935
916978,0.03283314306258371
934019,0.2432363965877775
984151,2.0368472394433184
1047493,0.04138951672455981
1058137,-1.9297597509382436
1064007,2.299487407322027
1066175,-0.8134757506662899
1066279,2.233086909939294
1066569,-0.8668138551212717
1079616,2.353274847967837
1081265,2.122278073809454
1082612,1.9187097933278512
1093268,-1.0395298267255575
1101307,0.37837900248854744
1127595,0.70710956249153
1193118,0.5551643145252666
1195398,0.0194986169488371
1210458,-0.7556063122305567
1290408,0.02449194447790443
1290414,0.9193987622824558
1291472,0.1803356585505129
1291474,1.83232332847136
1291739,-0.2931634277229627
1293839,1.5770497426507435
1295300,0.5635118417886885
1295736,-0.012062503947815505
1295755,0.19500553587925507
1296234,0.5014021885944325
1296766,1.9038373982792973
1298199,0.22816148381941473
1298205,0.0024364990548377532
1298211,1.4630449237551506
1300939,0.3311860450940529
1301796,0.19678389460633755
1301798,0.29988440002590616
1301800,0.3234523996688045
1301802,0.273778600206637
1301936,0.4575760882917803
1302304,1.3095048487453835
1302311,0.43648260203781
1306534,0.24002775646453645
1311265,0.4319765827720364
1342417,1.712521439846205
1343502,0.3079471367458448
1360815,0.1924614070241416
1390242,1.0807357695049118
1390246,0.16898200888365905
1393230,1.1898295336951092
1399978,0.20619463989876383
1402346,0.8099252773676141
1410845,1.0617117612002522
1437563,0.4856247924854782
1439621,1.907792822494339
1477928,1.4092511544305966
1477994,-0.3829294070287847
1478078,-1.4031757073595486
1478148,-0.38176493013987695
1491661,0.15267933243894802
1500224,2.0976278701013205
1504972,1.5860301377885717
1507236,0.7295257426030093
1507248,1.2622802479571689
1541043,1.2343707746958408
1541045,1.459304674617408
1542708,0.7401009647843434
1563726,2.7066302969639775
1563730,0.169754107690435
1586793,-0.03632665825256279
1630947,1.8385444196767766
1630957,1.6161989493615307
1635496,0.6863768109259724
1635819,1.4330912872594905
1636202,1.461146320131931
1636586,1.1888042877385714
1637606,1.0038992808732146
1637620,1.4976438104489564
1642335,0.8158868927445239
1642433,1.0765145407826204
1642486,1.0721414237704705
1649008,0.669909588833915
1651705,1.0483076196203214
1671942,1.3919548754230655
1671946,1.2076321070021656
1672866,0.8760599702430972
1673085,1.5837391560832192
1700001,-0.8799205488002311
1766332,0.7247982195811928
1766345,0.6685995523338926
1766370,1.0628066226229747
1790751,1.4315977190758915
1796426,0.9858055883439324
1799716,0.7339051882939019
1812547,2.429908818879724
1815932,1.2477116294883301
1815954,1.9763007698988446
1816016,0.9137156087702856
1816173,0.9018999655551156
1817540,1.272709910527388
1823515,1.6708407616377905
1831374,-0.22233918389812937
1838323,0.07548210911883936
1982528,0.587295016508887
1987795,-0.30151095498638586
2011449,1.2973158134843144
2031157,0.4544687070284439
2099196,-0.25607104160399624
2114149,-0.3922642081762817
2117143,-0.32234496541184804
2151597,-1.6145915494837932
2151603,-2.051270382824297
2163595,-0.6235204581631704
2163596,-0.0927531579346486
2163607,0.1312567548902864
2200733,1.448488962643801
2201662,0.19312591829226916
2201664,0.36976567071787464
2430154,1.031277145120041
2448313,0.6725992773001421
2448314,0.8502199749310789
2448315,1.3825124867369198
2450184,0.5232361302614574
2460025,0.9101272479223992
